Region,Constituency_Name,Candidate,Gender,Party,Party_Abbreviation,Party_Abbreviation_v2,Seat,Result,Count_1,Count_2,Count_3,Count_4,Count_5,Count_6,Count_7,Count_8,Count_9,Count_10,Count_11,Count_12,Count_13,Count_14,Count_15,Count_16,Total_Votes
Connacht,Roscommon Galway,Shane Curran,M,Fianna Fáil,F.F.,F.F.,0,Excluded,2006,2164,2168,2198,2240,2294,2389,0,0,0,0,0,0,0,0,0,0
Connacht,Roscommon Galway,Thomas Declan Fallon,M,Non-Party,Others,NON-P.,0,Excluded,75,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Roscommon Galway,Tony Coleman,M,Non-Party,Others,NON-P.,0,Excluded,214,229,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Bernard Sweeney,M,Non-Party,Others,NON-P.,0,Excluded,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Bernie O'Hara,F,Non-Party,Others,NON-P.,0,Excluded,1206,1242,1265,1344,1470,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Chris Mac Manus,M,Sinn Féin,S.F.,S.F.,0,Excluded,4747,4786,4809,4837,4865,4909,5194,5257,5547,5637,7045,7093,0,0,0,0,0
Connacht,Sligo Leitrim,Declan Bree,M,Non-Party,Others,NON-P.,0,Excluded,3250,3282,3347,3399,3454,3547,4165,4402,5361,5512,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Des Guckian,M,Non-Party,Others,NON-P.,0,Excluded,1060,1098,1118,1154,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Eamon Murray,M,Non-Party,Others,NON-P.,0,Excluded,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Eamon Scanlon,M,Fianna Fáil,F.F.,F.F.,1,Elected,5874,5899,5907,5961,5994,6126,6179,6267,6522,7553,7822,9145,9554,10185,10822,0,10822
Connacht,Sligo Leitrim,Finbarr Filan,M,Renua Ireland,Others,R.I.,0,Excluded,881,887,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Gerard Reynolds,M,Fine Gael,F.G.,F.G.,0,Excluded,6672,6702,6742,6797,6944,7027,7054,7314,7532,8715,8921,10092,10177,10316,10417,0,0
Connacht,Sligo Leitrim,John Perry,M,Fine Gael,F.G.,F.G.,0,Excluded,4403,4413,4431,4466,4487,4533,4566,4773,4935,0,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Leslie V. John O'Hora,M,Green Party,G.P.,G.P.,0,Excluded,603,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Marc MacSharry,M,Fianna Fáil,F.F.,F.F.,1,Elected,8856,8874,8893,9036,9122,9447,9549,9705,10322,10672,11520,13227,13227,13227,12468,0,12468
Connacht,Sligo Leitrim,Marie Casserly,F,Non-Party,Others,NON-P.,0,Excluded,2726,2763,2823,2945,3067,3254,3697,4138,0,0,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Martin Kenny,M,Sinn Féin,S.F.,S.F.,1,Elected,6356,6419,6439,6473,6687,6781,6988,7028,7270,7305,7971,9294,14066,12468,12468,0,12468
Connacht,Sligo Leitrim,Nigel Gallagher,M,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,1768,1803,1890,1950,2014,2074,0,0,0,0,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Paddy O'Rourke,M,Fianna Fáil,F.F.,F.F.,0,Excluded,5447,5474,5486,5511,5658,5799,5819,5863,5949,6001,6083,0,0,0,0,0,0
Connacht,Sligo Leitrim,Susan O'Keeffe,F,The Labour Party,LAB.,LAB.,0,Excluded,1829,1843,1986,2036,2060,2096,2192,0,0,0,0,0,0,0,0,0,0
Connacht,Sligo Leitrim,Tony McLoughlin,M,Fine Gael,F.G.,F.G.,1,Elected,6172,6204,6237,6338,6371,6440,6485,7013,7628,9465,10055,10167,10529,10910,10931,0,10931
Munster,Tipperary,Alan Kelly,M,The Labour Party,LAB.,LAB.,1,Elected,7746,8209,8387,9456,9958,11067,11750,0,0,0,0,0,0,0,0,0,11750
Munster,Tipperary,Gearóid Fitzgibbon,M,Green Party,G.P.,G.P.,0,Excluded,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Tipperary,Jackie Cahill,M,Fianna Fáil,F.F.,F.F.,1,Elected,7414,7542,9103,9530,10114,15062,12992,0,0,0,0,0,0,0,0,0,12992
Munster,Tipperary,Marie Murphy,F,Fine Gael,F.G.,F.G.,0,Excluded,1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Tipperary,Mattie McGrath,M,Non-Party,Others,NON-P.,1,Elected,11237,11781,12819,13064,13064,13064,13064,0,0,0,0,0,0,0,0,0,13064
Munster,Tipperary,Michael Dillon,M,Non-Party,Others,NON-P.,0,Excluded,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Tipperary,Michael Lowry,M,Non-Party,Others,NON-P.,1,Elected,13064,13064,13064,13064,13064,13064,13064,0,0,0,0,0,0,0,0,0,13064
Munster,Tipperary,Michael Smith,M,Fianna Fáil,F.F.,F.F.,0,Excluded,6718,6817,7565,8165,8891,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Tipperary,Noel Coonan,M,Fine Gael,F.G.,F.G.,0,Excluded,4782,5140,5193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Tipperary,Seamus Healy,M,Non-Party,Others,NON-P.,1,Elected,7452,7834,8477,8572,11427,12029,12874,0,0,0,0,0,0,0,0,0,12874
Munster,Tipperary,Séamus Séan Morris,M,Sinn Féin,S.F.,S.F.,0,Excluded,5724,5921,6038,6205,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Tipperary,Siobhán Ambrose,F,Fianna Fáil,F.F.,F.F.,0,Excluded,4472,4687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Tipperary,Tom Hayes,M,Fine Gael,F.G.,F.G.,0,Excluded,6218,6821,7026,9373,9560,9943,10437,0,0,0,0,0,0,0,0,0,0
Munster,Waterford,Ciara Conway,F,The Labour Party,LAB.,LAB.,0,Excluded,2268,2286,2302,2309,2367,2445,2449,0,0,0,0,0,0,0,0,0,0
Munster,Waterford,David Cullinane,M,Sinn Féin,S.F.,S.F.,1,Elected,9739,9783,9826,9890,9967,10497,10341,10341,10341,0,0,0,0,0,0,0,10341
Munster,Waterford,Edward Quilty,M,Direct Democracy,Others,D.D.I.,0,Excluded,194,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Waterford,Grace O'Sullivan,F,Green Party,G.P.,G.P.,0,Excluded,2237,2254,2285,2379,2567,2968,2993,0,0,0,0,0,0,0,0,0,0
Munster,Waterford,John D Walsh,M,Non-Party,Others,NON-P.,0,Excluded,858,865,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Waterford,John Deasy,M,Fine Gael,F.G.,F.G.,1,Elected,7641,7687,7697,7806,7996,8067,8072,9443,9671,0,0,0,0,0,0,0,9671
Munster,Waterford,John Halligan,M,Non-Party,Others,NON-P.,1,Elected,8306,8368,8438,8513,8674,9271,9345,11148,10341,0,0,0,0,0,0,0,10341
Munster,Waterford,Mailo Power,F,Renua Ireland,Others,R.I.,0,Excluded,862,880,902,1087,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Waterford,Mary Butler,F,Fianna Fáil,F.F.,F.F.,1,Elected,10603,10341,10341,10341,10341,10341,10341,10341,10341,0,0,0,0,0,0,0,10341
Munster,Waterford,Paudie Coffey,M,Fine Gael,F.G.,F.G.,0,Excluded,7209,7245,7281,7412,7600,7635,7637,8946,9104,0,0,0,0,0,0,0,0
Munster,Waterford,Sheik Mohiuddin Ahmed,M,Non-Party,Others,NON-P.,0,Excluded,140,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Waterford,Úna Dunphy,F,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,1646,1656,1719,1767,1857,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wexford,Ann Walsh,F,Green Party,G.P.,G.P.,0,Excluded,1056,1064,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wexford,Aoife Byrne,F,Fianna Fáil,F.F.,F.F.,0,Excluded,3164,3181,3252,3292,3357,3462,3513,3585,0,0,0,0,0,0,0,0,0
Leinster,Wexford,Brendan Howlin,M,The Labour Party,LAB.,LAB.,1,Elected,10574,10635,10731,10907,11140,11200,11311,11769,12071,12071,12071,11944,11944,11944,0,0,11944
Leinster,Wexford,Caroline Foxe,F,Non-Party,Others,NON-P.,0,Excluded,930,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wexford,David Lloyd,M,Direct Democracy,Others,D.D.I.,0,Excluded,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wexford,David Maloney,M,Non-Party,Others,NON-P.,0,Excluded,1472,1558,1616,1731,1749,1843,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wexford,Deirdre Wadding,F,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,1472,1558,1616,1731,1749,1843,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wexford,Ger Carthy,M,Non-Party,Others,NON-P.,0,Excluded,3134,3189,3268,3307,3351,3428,3563,3855,4041,0,0,0,0,0,0,0,0
Leinster,Wexford,James Browne,M,Fianna Fáil,F.F.,F.F.,1,Elected,9827,9850,9937,9983,10007,10066,10095,10150,11699,12434,11944,11944,11944,11944,0,0,11944
Leinster,Wexford,John Dwyer,M,Non-Party,Others,NON-P.,0,Excluded,1265,1279,1323,1355,1362,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wexford,John Mythen,M,Sinn Féin,S.F.,S.F.,0,Excluded,7260,7357,7415,7451,7466,7712,8036,8248,8350,8795,8824,8832,9405,9652,0,0,0
Leinster,Wexford,Julie Hogan,F,Fine Gael,F.G.,F.G.,0,Excluded,1214,1233,1266,1305,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wexford,Leonard Kelly,M,Social Democrats,Others,S.D.,0,Excluded,1635,1677,1707,1883,1907,1939,2179,0,0,0,0,0,0,0,0,0,0
Leinster,Wexford,Malcolm Byrne,M,Fianna Fáil,F.F.,F.F.,0,Excluded,6115,6123,6139,6204,6222,6241,6286,6367,6950,7122,7393,7409,0,0,0,0,0
Leinster,Wexford,Michael D'arcy,M,Fine Gael,F.G.,F.G.,1,Elected,7798,7803,7830,7913,8334,8357,8390,8490,8574,8884,8917,8950,11371,11645,0,0,11645
Leinster,Wexford,Mick Wallace,M,Independents 4 Change,Others,I.4.C,1,Elected,7917,8013,8237,8398,8468,8853,9575,10213,10625,11817,11887,11930,13420,11944,0,0,11944
Leinster,Wexford,Paul Kehoe,M,Fine Gael,F.G.,F.G.,1,Elected,7696,7703,7764,7808,8152,8259,8284,8344,8522,8874,8922,8949,9593,9704,0,0,9704
Leinster,Wicklow,Andrew Doyle,M,Fine Gael,F.G.,F.G.,1,Elected,6045,6227,6244,6285,6424,6466,7726,7961,9652,10394,0,0,0,0,0,0,10394
Leinster,Wicklow,Anna Doyle,F,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,539,612,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wicklow,Anne Ferris,F,The Labour Party,LAB.,LAB.,0,Excluded,2634,2861,2873,2912,3413,3633,3859,4032,0,0,0,0,0,0,0,0,0
Leinster,Wicklow,Avril Cronin,F,Fine Gael,F.G.,F.G.,0,Excluded,2091,2149,2163,2176,2261,2322,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wicklow,Billy Timmins,M,Renua Ireland,Others,R.I.,0,Excluded,5510,5737,5762,5858,6017,6231,6667,6910,7279,8359,0,0,0,0,0,0,0
Leinster,Wicklow,Bob Kearns,M,Non-Party,Others,NON-P.,0,Excluded,112,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wicklow,Charlie Keddy,M,Non-Party,Others,NON-P.,0,Excluded,447,476,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wicklow,Jennifer Cuffe,F,Fianna Fáil,F.F.,F.F.,0,Excluded,2990,3179,3192,3249,3339,3448,3548,0,0,0,0,0,0,0,0,0,0
Leinster,Wicklow,Joe Behan,M,Non-Party,Others,NON-P.,0,Excluded,3070,3345,3374,3539,3717,4288,4332,4613,5218,0,0,0,0,0,0,0,0
Leinster,Wicklow,John Brady,M,Sinn Féin,S.F.,S.F.,1,Elected,11151,11489,11489,11489,11489,11489,11489,11489,11489,11489,0,0,0,0,0,0,11489
Leinster,Wicklow,Katrina Hutchinson,F,Direct Democracy,Others,D.D.I.,0,Excluded,168,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wicklow,Pat Casey,M,Fianna Fáil,F.F.,F.F.,1,Elected,6289,6446,6457,6505,6552,6600,6700,8931,9214,10260,0,0,0,0,0,0,10260
Leinster,Wicklow,Sharon Briggs,F,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,1241,1396,1454,1918,2219,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Wicklow,Simon Harris,M,Fine Gael,F.G.,F.G.,1,Elected,10819,11468,11468,11468,11468,11468,11468,11468,11468,11468,0,0,0,0,0,0,11468
Leinster,Wicklow,Stephen Donnelly,M,Social Democrats,Others,S.D.,1,Elected,14348,11468,11468,11468,11468,11468,11468,11468,11468,11468,0,0,0,0,0,0,11468
Leinster,Wicklow,Steven Matthews,M,Green Party,G.P.,G.P.,0,Excluded,1350,1614,1651,1745,0,0,0,0,0,0,0,0,0,0,0,0,0
